ANO_ELEICAO,NUM_TURNO,DESCRICAO_ELEICAO,SIGLA_UF,SIGLA_UE,NUMERO_PARTIDO,SIGLA_PARTIDO,NUMERO_CANDIDATO,DES_SITUACAO_CANDIDATURA,IDADE_DATA_ELEICAO,DESCRICAO_SEXO,DESCRICAO_GRAU_INSTRUCAO,DESCRICAO_ESTADO_CIVIL,DESCRICAO_COR_RACA,DESC_SIT_TOT_TURNO
2014,1,Eleições Gerais 2014,ES,ES,28,PRTB,2866,DEFERIDO,69,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,77,SD,7777,DEFERIDO,57,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ELEITO POR MÉDIA
2014,1,Eleições Gerais 2014,ES,ES,44,PRP,4422,DEFERIDO,51,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,65,PC do B,6577,DEFERIDO,30,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,43,PV,4321,DEFERIDO,46,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,31,PHS,3131,DEFERIDO,24,FEMININO,ENSINO MÉDIO INCOMPLETO,DIVORCIADO(A),PRETA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,23,PPS,2340,INDEFERIDO,49,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,#NULO#
2014,1,Eleições Gerais 2014,ES,ES,23,PPS,2323,DEFERIDO,50,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,12,PDT,1234,DEFERIDO,41,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,33,PMN,3370,DEFERIDO,65,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,22,PR,2222,DEFERIDO,75,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,22,PR,2240,INDEFERIDO,32,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,#NULO#
2014,1,Eleições Gerais 2014,ES,ES,27,PSDC,2700,DEFERIDO,28,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,25,DEM,2555,DEFERIDO,42,FEMININO,SUPERIOR COMPLETO,SEPARADO(A) JUDICIALMENTE,BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,40,PSB,4040,DEFERIDO,58,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,ELEITO POR QP
2014,1,Eleições Gerais 2014,ES,ES,77,SD,7711,DEFERIDO,27,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,45,PSDB,4522,RENÚNCIA,63,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,#NULO#
2014,1,Eleições Gerais 2014,ES,ES,12,PDT,1236,DEFERIDO,62,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,44,PRP,4444,INDEFERIDO COM RECURSO,51,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,50,PSOL,5070,DEFERIDO,26,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,40,PSB,4099,INDEFERIDO,53,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,#NULO#
2014,1,Eleições Gerais 2014,ES,ES,40,PSB,4023,DEFERIDO,56,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,40,PSB,4043,DEFERIDO,54,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,10,PRB,1012,DEFERIDO,51,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,44,PRP,4413,DEFERIDO,49,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,36,PTC,3677,DEFERIDO,40,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,25,DEM,2500,DEFERIDO,55,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,65,PC do B,6500,DEFERIDO,58,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,43,PV,4333,RENÚNCIA,48,MASCULINO,ENSINO MÉDIO COMPLETO,SEPARADO(A) JUDICIALMENTE,PARDA,#NULO#
2014,1,Eleições Gerais 2014,ES,ES,23,PPS,2345,DEFERIDO,58,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,10,PRB,1023,DEFERIDO,40,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,10,PRB,1010,DEFERIDO,36,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,14,PTB,1414,INDEFERIDO,60,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,44,PRP,4488,DEFERIDO,62,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,33,PMN,3333,DEFERIDO,74,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,22,PR,2212,DEFERIDO,40,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,22,PR,2270,DEFERIDO,21,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,22,PR,2250,INDEFERIDO,56,FEMININO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,#NULO#
2014,1,Eleições Gerais 2014,ES,ES,22,PR,2233,DEFERIDO,52,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,25,DEM,2511,RENÚNCIA,47,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,#NULO#
2014,1,Eleições Gerais 2014,ES,ES,25,DEM,2545,DEFERIDO,30,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,25,DEM,2533,RENÚNCIA,33,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,44,PRP,4469,DEFERIDO,48,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,44,PRP,4456,DEFERIDO,47,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,DIVORCIADO(A),PARDA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,44,PRP,4412,DEFERIDO,42,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,40,PSB,4050,DEFERIDO,26,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,40,PSB,4070,NÃO CONHECIMENTO DO PEDIDO,51,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,#NULO#
2014,1,Eleições Gerais 2014,ES,ES,45,PSDB,4500,DEFERIDO,46,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ELEITO POR QP
2014,1,Eleições Gerais 2014,ES,ES,43,PV,4301,INDEFERIDO,44,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,#NULO#
2014,1,Eleições Gerais 2014,ES,ES,51,PEN,5155,INDEFERIDO,49,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,#NULO#
2014,1,Eleições Gerais 2014,ES,ES,44,PRP,4433,DEFERIDO,45,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,70,PT do B,7012,INDEFERIDO,54,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,70,PT do B,7070,DEFERIDO,47,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,22,PR,2221,DEFERIDO,37,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,22,PR,2220,INDEFERIDO,73,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,43,PV,4300,DEFERIDO,43,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,14,PTB,1444,DEFERIDO,23,FEMININO,ENSINO MÉDIO INCOMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,21,PCB,2100,DEFERIDO,50,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,13,PT,1312,RENÚNCIA,56,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,#NULO#
2014,1,Eleições Gerais 2014,ES,ES,22,PR,2210,DEFERIDO,67,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,27,PSDC,2727,DEFERIDO,50,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,70,PT do B,7000,DEFERIDO,81,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PRETA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,25,DEM,2588,DEFERIDO,65,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,45,PSDB,4567,DEFERIDO,57,MASCULINO,SUPERIOR COMPLETO,VIÚVO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,51,PEN,5122,DEFERIDO,61,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,50,PSOL,5030,DEFERIDO,26,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,50,PSOL,5010,DEFERIDO,29,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,13,PT,1350,DEFERIDO,50,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ELEITO POR QP
2014,1,Eleições Gerais 2014,ES,ES,43,PV,4311,DEFERIDO,53,FEMININO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,44,PRP,4476,DEFERIDO,61,MASCULINO,SUPERIOR COMPLETO,VIÚVO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,28,PRTB,2823,INDEFERIDO,33,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,#NULO#
2014,1,Eleições Gerais 2014,ES,ES,45,PSDB,4599,DEFERIDO,63,FEMININO,ENSINO MÉDIO INCOMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,15,PMDB,1577,DEFERIDO,64,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,11,PP,1100,DEFERIDO,49,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,25,DEM,2522,DEFERIDO,47,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,44,PRP,4403,DEFERIDO,47,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,44,PRP,4410,DEFERIDO,52,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,17,PSL,1745,DEFERIDO,29,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,11,PP,1115,DEFERIDO,61,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,VIÚVO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,12,PDT,1211,DEFERIDO,47,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,45,PSDB,4515,INDEFERIDO,55,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,20,PSC,2055,DEFERIDO,41,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,27,PSDC,2733,DEFERIDO,51,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,36,PTC,3636,DEFERIDO,51,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,36,PTC,3600,DEFERIDO,72,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,15,PMDB,1544,DEFERIDO,91,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,DIVORCIADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,90,PROS,9090,DEFERIDO,62,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,ELEITO POR QP
2014,1,Eleições Gerais 2014,ES,ES,50,PSOL,5000,DEFERIDO,33,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,44,PRP,4447,DEFERIDO,54,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,44,PRP,4419,DEFERIDO,37,FEMININO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,44,PRP,4445,DEFERIDO,53,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),PRETA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,40,PSB,4014,RENÚNCIA,51,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,#NULO#
2014,1,Eleições Gerais 2014,ES,ES,44,PRP,4477,RENÚNCIA,51,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,#NULO#
2014,1,Eleições Gerais 2014,ES,ES,21,PCB,2121,DEFERIDO,59,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,55,PSD,5599,DEFERIDO,48,FEMININO,ENSINO MÉDIO INCOMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,28,PRTB,2810,INDEFERIDO,47,FEMININO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,#NULO#
2014,1,Eleições Gerais 2014,ES,ES,44,PRP,4404,DEFERIDO,64,FEMININO,SUPERIOR INCOMPLETO,VIÚVO(A),PARDA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,13,PT,1313,DEFERIDO,39,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,13,PT,1300,DEFERIDO,40,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,40,PSB,4045,DEFERIDO,60,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,51,PEN,5151,DEFERIDO,42,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,54,PPL,5454,DEFERIDO,45,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,25,DEM,2525,DEFERIDO,69,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,44,PRP,4455,DEFERIDO,50,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,44,PRP,4415,DEFERIDO,51,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,77,SD,7789,INDEFERIDO,50,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,#NULO#
2014,1,Eleições Gerais 2014,ES,ES,40,PSB,4004,DEFERIDO,40,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,40,PSB,4020,DEFERIDO,70,MASCULINO,SUPERIOR COMPLETO,VIÚVO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,29,PCO,2929,INDEFERIDO,36,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,#NULO#
2014,1,Eleições Gerais 2014,ES,ES,13,PT,1377,DEFERIDO,53,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,45,PSDB,4510,DEFERIDO,49,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,70,PT do B,7011,DEFERIDO,53,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,44,PRP,4420,NÃO CONHECIMENTO DO PEDIDO,38,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,#NULO#
2014,1,Eleições Gerais 2014,ES,ES,40,PSB,4005,DEFERIDO,47,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,12,PDT,1220,INDEFERIDO,30,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,#NULO#
2014,1,Eleições Gerais 2014,ES,ES,40,PSB,4080,INDEFERIDO,41,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,#NULO#
2014,1,Eleições Gerais 2014,ES,ES,10,PRB,1099,INDEFERIDO,51,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,#NULO#
2014,1,Eleições Gerais 2014,ES,ES,13,PT,1311,DEFERIDO,49,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,12,PDT,1255,DEFERIDO,28,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,11,PP,1145,DEFERIDO,60,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ELEITO POR MÉDIA
2014,1,Eleições Gerais 2014,ES,ES,13,PT,1305,DEFERIDO,35,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,44,PRP,4414,DEFERIDO,37,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,40,PSB,4060,DEFERIDO,40,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,11,PP,1140,DEFERIDO,53,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,14,PTB,1400,DEFERIDO,45,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,12,PDT,1222,DEFERIDO,53,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,40,PSB,4038,DEFERIDO,46,FEMININO,SUPERIOR INCOMPLETO,CASADO(A),PRETA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,22,PR,2215,RENÚNCIA,31,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,#NULO#
2014,1,Eleições Gerais 2014,ES,ES,20,PSC,2020,DEFERIDO,38,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,27,PSDC,2712,DEFERIDO,53,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,55,PSD,5555,DEFERIDO,61,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,15,PMDB,1555,DEFERIDO,35,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,25,DEM,2552,DEFERIDO,68,MASCULINO,SUPERIOR COMPLETO,VIÚVO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,25,DEM,2544,DEFERIDO,58,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,25,DEM,2512,DEFERIDO,43,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,45,PSDB,4545,DEFERIDO,30,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,13,PT,1320,DEFERIDO,44,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ELEITO POR MÉDIA
2014,1,Eleições Gerais 2014,ES,ES,11,PP,1122,INDEFERIDO,51,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,50,PSOL,5050,INDEFERIDO,53,MASCULINO,SUPERIOR INCOMPLETO,DIVORCIADO(A),PRETA,#NULO#
2014,1,Eleições Gerais 2014,ES,ES,44,PRP,4470,DEFERIDO,47,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,17,PSL,1788,DEFERIDO,54,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,40,PSB,4000,DEFERIDO,39,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,40,PSB,4010,DEFERIDO,36,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,43,PV,4399,INDEFERIDO,42,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,14,PTB,1422,DEFERIDO,56,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,19,PTN,1919,DEFERIDO,49,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,15,PMDB,1515,DEFERIDO,60,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ELEITO POR QP
2014,1,Eleições Gerais 2014,ES,ES,12,PDT,1210,DEFERIDO,54,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,43,PV,4343,DEFERIDO,42,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ELEITO POR QP
2014,1,Eleições Gerais 2014,ES,ES,45,PSDB,4555,DEFERIDO,55,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,17,PSL,1740,INDEFERIDO,31,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,#NULO#
2014,1,Eleições Gerais 2014,ES,ES,12,PDT,1212,DEFERIDO,57,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ELEITO POR QP
2014,1,Eleições Gerais 2014,ES,ES,77,SD,7788,DEFERIDO,33,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,40,PSB,4013,DEFERIDO,72,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,SUPLENTE
2014,1,Eleições Gerais 2014,ES,ES,10,PRB,1000,RENÚNCIA,73,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,NÃO ELEITO
2014,1,Eleições Gerais 2014,ES,ES,10,PRB,1089,RENÚNCIA,53,FEMININO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,#NULO#
